SMILES,property_HLM,property_MDR1_MDCK_ER,property_Solubility,property_hPPB,property_rPPB,property_RLM
CCN(C)S(=O)(=O)N(C)Cc1cnc2ccccc2c1,1.179925032,-0.181920363,,,,3.364869049
Cc1noc(C2CCN(C(=O)C3(c4cccc(F)c4)CCC3)CC2)n1,1.733165153,-0.064809899,1.882524538,,,3.388510958
O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(F)cc1Cl,1.915083102,-0.826801776,0.712649702,,,2.103919973
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1ccccn1,1.14245204,0.034671167,,,,1.719480446
CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,0.960470778,0.672983954,0.414973348,,,2.565557405
Cc1cc2cc(C(=O)N(Cc3ccc4c(c3)OCO4)C3CC3)ccc2o1,2.104353935,-0.55346269,1.069668097,,,3.237082055
CCCCNC(=O)c1cccc2ncccc12,0.675686709,-0.199648056,1.467312063,,,1.446832188
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,2.426639741,1.093363726,,0.595275712,0.925312092,3.037958084
CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,0.675686709,1.765298132,,,,1.482530584
c1cnc2c(Oc3ncnc4sccc34)cccc2c1,1.646266456,,,,,2.387852353
CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,1.327174959,-0.223714513,1.455453969,,,2.64729395
COc1ccc(C(=O)Cn2c(=O)n(-c3ccccc3F)c3nc(C)nc(C(N)=O)c32)cc1,0.675686709,0.164345342,0.567026366,,,1.880859305
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(F)(F)CC1,0.675686709,,,,,1.635664665
O=C(NC[C@]1(O)CCN(Cc2ccsc2)C[C@H]1O)c1c[nH]cn1,0.675686709,-0.436455899,,,,1.027920136
CCCCOc1ccc(-c2cc3c(=O)[nH]ccn3n2)cc1,,-0.128857507,-0.698970004,,,
Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,1.226135722,-0.329004434,,0.653405491,0.640978057,2.208589142
Cc1nc(C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n[nH]1,0.778006461,,,,,1.147707234
Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.675686709,0.235671021,1.672374979,,,1.027920136
C[C@]1(O)CN(C(=O)Cn2cnc3ccccc3c2=O)CC[C@@H]1Oc1ccccc1,0.853576544,1.066648955,,,,1.650365814
Cc1ccc(Nc2ccnc(Nc3ccc(C)cc3)n2)cc1,1.930658726,-0.699657393,,,,2.678859671
O=C(NCC1(c2ccccc2)CC1)c1cccnc1,0.675686709,-0.120933154,1.614897216,,,2.363504803
Cc1c(C(=O)Nc2ccc(CO)cc2)nnn1Cc1ccc(Cl)c(Cl)c1,0.709524356,-0.248911243,,,,1.706068842
COc1ccnc(N2CC(n3nc(C)cc3C)C2)n1,0.675686709,-0.183853574,1.579326204,,,1.645540161
CN1CCC(CNc2nccc3cccnc23)CC1,0.675686709,-0.068373028,,,,3.182323047
c1ccc(CN2CCn3nccc3C2)cc1,0.675686709,-0.233527402,1.184691431,,,1.490843033
COc1cc2cc3c(nc2cc1OC)OCCN(C1CCCCC1)C3,1.520588327,0.113354605,,,,3.224549636
CC(C)c1cc(NC(=O)Cn2nc(-c3ccccc3)ccc2=O)[nH]n1,,,0.813580989,,,
C[C@@H]1NC(=O)N(CCC2Cc3ccccc3C2)C1=O,0.675686709,-0.112669129,,,,2.285147574
O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1,2.126232092,-0.00730892,0.835690571,,,2.695767901
CCn1nc(C2CCCC2)nc1-c1ccncc1,1.39054654,-0.144800496,1.431363764,,,2.567680258
N#CC1(C(=O)N2CCN(Cc3ccccn3)CC2)CCCCC1,1.030680664,0.045284987,1.716587578,,,2.906020253
CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,1.298743943,1.506248698,,,,2.839462963
O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,0.675686709,-0.047852355,1.692053365,,,2.246656119
Cc1nsc(Nc2ccccc2)c1C#N,2.477524961,-0.434750438,,,,2.893243406
CN1CCCn2c1cc(OCc1cc(F)c(Oc3ccc(C(F)(F)F)nc3)c(F)c1)nc2=O,1.291146762,1.07969281,,,,2.100267129
CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,1.713624927,1.958396411,1.526468512,,,2.298595479
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,0.675686709,1.726392071,0.342422681,1.559583476,1.364100521,1.027920136
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,0.988068203,1.595322614,,,,1.559511632
Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,1.299005816,-0.212563838,1.654080235,,,2.351605005
N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccccc2)C1,0.954628378,1.460471604,,,,1.413165598
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,0.894224095,0.297773947,1.596926814,,,1.247948729
Cc1nccc(NC(=O)CCc2ccncc2)c1Cl,0.675686709,-0.083202685,,,,1.863816367
COC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1,,1.3108139,1.193124598,,,
NC1CCCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,0.675686709,0.175579399,,1.752816431,,
Cc1nccc(NC(=O)c2ccc(Cl)nc2Cl)n1,0.71941416,-0.261058419,,,,1.182072104
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.675686709,1.81723103,1.729974286,1.828227965,1.74597993,1.435764759
COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,1.800201391,0.027081622,1.13481437,,,3.456797077
CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,,,-0.004364805,,,
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)Cn3nc(C)ccc3=O)C2)n1,1.295215124,1.476215767,,,,1.953865958
c1ccc(C2(CNc3nc4ccccc4o3)CCOCC2)cc1,2.111622036,,,,,3.530841697
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,0.831357785,0.925071054,1.703205371,,,1.604139618
Cc1ccccc1C(=O)Nc1nc(C)c(C)s1,1.954449956,-0.254035992,1.482158695,,,2.447708306
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,2.398082434,,1.759667845,1.10503305,0.715167358,2.949896713
CC1CC(N)CCN1C(=O)c1cc(N2CCNC2=O)c(F)cc1F,0.675686709,0.119240695,,1.833504094,,
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.675686709,,,0.969835093,0.628286731,1.180527283
Nc1nc(N)c2c(Cl)c(Br)ccc2n1,0.866582677,-0.241439706,1.391111614,,,1.927796235
CN(c1ncc(Br)cn1)C1CCS(=O)CC1,0.675686709,-0.025675361,1.882638362,,,1.410541048
CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,,1.583106357,-0.045757491,,,
CCn1cc(NC(=O)c2ccccc2C)cn1,0.856184927,-0.22665398,1.507451061,,,1.027920136
CCN(C(=O)N1CCC(CC(=O)N2CCN(C)CC2)CC1)C(C)C,1.377615831,1.210249742,1.910250772,,,1.737653736
Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,0.675686709,-0.196744354,1.897517129,,,1.827317568
O=C(OCc1cc(Cl)ccn1)c1ccc2[nH]c(C(F)F)nc2c1,2.711798796,0.136450452,1.544440137,,,3.182590104
Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,1.810326627,-0.221277432,1.428458774,,,2.108632666
NCCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,,,2.154576117,,,
Fc1ccc(-n2cc(/C=C/c3ccnnc3)nn2)cc1Cl,,-0.192678081,-0.568636236,,,
Cc1cc(CO)nc(N2CCCCC2)n1,1.426625106,,,,,2.053754341
CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,0.675686709,,,,,2.229894203
CCc1cc2c(=O)[nH]c(-c3ccccn3)nc2s1,,,1.689885759,,,
C=CCN(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccccc1,,,0.350248018,,,
Cc1cc(C)n(C(=O)CCCC(=O)n2nc(C)cc2C)n1,2.784436121,,,,,3.369321078
CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,1.372948806,1.020657691,1.341236623,,,2.172588338
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,,1.560195498,,,1.371880249,
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,1.164293359,0.903804371,1.11058971,,,1.956370158
CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1,1.661291977,-0.156152888,,0.779018972,,
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,0.876967967,1.780905646,0.774516966,-0.397940009,-0.742321425,2.012702277
Cc1noc(CC2CCN(Cc3cccnc3)CC2)n1,0.754883228,,,,,1.689104542
OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,0.675686709,-0.18056396,1.399154334,,,2.151700732
COCc1cccc(NC(=O)c2cn(C)c3ccccc23)c1,,,0.56937391,,,
CCCOc1c2c(nc3cc(C4CCOCC4)nn13)CCC2,0.675686709,1.347492838,,,,1.206744944
COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,0.675686709,0.522111816,1.539703239,,,1.410321618
CCn1nccc1-c1cc(C)nc(N2CCCC2)n1,2.059608852,-0.193182682,,,,2.599547947
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.675686709,-0.33775299,1.736396502,,,1.703497726
Cn1ccnc1-c1noc(NCc2ccccc2)n1,0.702775078,0.082553411,,,,2.285167845
CN(CCC1CCCCC1)C(=O)c1ccon1,1.606424362,-0.223742536,1.84460142,,,2.987719878
c1ccc(OCCN2CCN(c3ncccn3)CC2)cc1,2.101265785,-0.272813242,,,,2.712684208
CN(C)C(=O)OCCN1CCC(c2c[nH]c3ncccc23)CC1,1.471511737,0.806097056,1.698535493,,,2.006089348
Cc1cncc(C2CCN(Cc3cnccn3)CC2)n1,0.675686709,-0.186811859,1.831229694,,,1.782415288
Nc1ccccc1OCCn1ccnc1,0.849235091,-0.088578423,1.391993072,,,1.485352261
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.26131046,1.705643909,,,,1.027920136
CO[C@@H]1CC[C@@H](N(C)C(=O)COc2c(C)cccc2C)[C@H]1O,1.083395108,0.222765119,,,,2.209780336
CC(=O)c1ccc(OCCCCN2CCCC2)cc1,0.675686709,-0.048176502,1.559667278,,,2.656148052
Cc1cc(C)c(-n2cccn2)c(-c2cn(C[C@@H]3CCCO3)nn2)c1,1.832221417,0.071315774,1.421932813,,,2.704983974
Cc1nc(-c2ccccc2)c(C(=O)Nc2cc(Cl)cc(Cl)c2)s1,1.409730293,,,,,2.361487964
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1.176178109,2.125245919,1.560265398,,,1.168025809
CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCCC1,0.675686709,0.913538362,,,,2.030356805
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,,,1.789580712,,,
CSc1ccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(C(=O)c3ccncc3)C2)cc1,1.732482218,1.643354915,1.574031268,,,2.553197076
Cc1cccc2ncn(CCc3ncc[nH]3)c(=O)c12,0.675686709,0.808782881,,,,3.350864511
Cc1cc(NC(=O)[C@H](C)N(C)C)c2ccccc2n1,0.983536082,-0.089830392,,,,2.03661692
OC1(Cc2nc(-c3ccsc3)no2)CCCCC1,1.312008008,-0.248938191,,,,3.01570546
CN(C)c1cc(CNc2ccc(C#N)cn2)ccn1,1.018034403,-0.158067643,1.662568967,,,1.975257136
Cc1nnc(CN(C)Cc2cnn(C)c2C)s1,0.675686709,0.157974898,,,,1.301724312
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,,0.470923633,-0.602059991,,,
N#Cc1cnc2ccccc2c1OCCO,1.017826038,,,,,1.10404303
NC(=O)c1ccc(N2CCCCC2)c(NC(=O)c2ncoc2-c2ccc3ccccc3c2)c1,,-0.284734619,-0.619788758,,,
Cc1ccc(S(=O)(=O)N2CCC(c3nnc(-c4cccnc4)o3)C2)cc1,1.619958968,0.457125308,,,,2.771756463
CNC(=O)Cn1ccc2cc(OC)ccc21,0.675686709,-0.177851664,1.600646236,,,1.999652425
O=C(CN1C(=O)CCC1=O)Nc1ccc(F)c(F)c1F,,,1.698970004,,,
Clc1ccc2c(NCCN3CCOCC3)ncnc2c1,1.066661302,0.135542858,,,,2.329078398
Cc1cc(C)c2c(C(=O)N3CC4(CNC(=O)N4)C3)cc(C)nc2c1,0.675686709,0.927562147,,,,1.487279816
NCC1CCCC1NC(=O)c1cc(N2CCNC2=O)ccc1F,0.675686709,0.28349527,,1.87495702,,
CCc1cnc(CNC(=O)N2CCC(n3cncn3)CC2)s1,0.675686709,1.392465549,1.694078462,,,1.027920136
Cc1nnnn1CCCc1ccccc1,,,0.753583059,,,
Cc1ncsc1-c1nc(CNc2cc(F)cc(F)c2)no1,1.817671121,,,,,2.82022117
Cc1cc(F)ccc1S(=O)(=O)N1CCCc2cnc(N3CCOCC3)nc21,,-0.140626154,-0.508638306,,,
Cc1ccc(OCc2noc(-c3ccsc3)n2)cn1,1.748823493,-0.280644963,1.722140125,,,2.309430005
CCCc1nnc2sc(-c3cc(C(C)C)nn3C)nn12,1.49497508,,1.251881455,,,2.772900136
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,2.280145681,-0.303720877,1.191171456,,,3.365992559
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.881681314,1.657434904,1.817300878,,,2.180696337
Cc1nccc(-c2cccc(NCC(=O)N3CCCCCCC3)c2)n1,2.479295959,-0.126078894,1.745387121,,,3.311706192
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,0.675686709,1.404609905,1.57054294,,,1.027920136
Cc1cnn(Cc2nnc(-c3ccccc3)s2)c1,1.643383579,-0.25685021,1.352375495,,,2.652164117
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,2.181949292,0.002661153,1.614897216,,,1.567955163
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,0.909181476,-0.117907648,1.73295637,,,1.905758114
COc1ccccc1-c1nc(C(=O)O)cs1,0.675686709,-0.1878426,1.737192643,,,1.027920136
Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,2.136016249,,,,,3.618827244
Cc1ccc2oc([C@H]3CCN(Cc4ccc(C#N)cc4)C3)nc2c1,1.617535012,,0.73239376,,,2.544928336
COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2,2.110606543,,1.004751156,,,2.684467433
CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,0.675686709,1.31340841,1.759743368,,,1.37794338
Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,0.675686709,-0.045748652,0.309630167,,,1.989467616
CC1(C)CN(C(=O)C2(C(=O)N3CC(C)(C)C3(C)C)CCC2)C1(C)C,2.48279929,0.379552507,1.875061263,,,3.082351577
O=C(Nc1ccc(N2CCCC2)cn1)c1ccc(-c2cnco2)cc1,1.434185534,-0.470786175,,,,2.277641298
Cc1cccc(N(C)C(=O)COC2CCCC2)n1,1.651054993,-0.176021316,1.775391972,,,2.300606352
CN(C)CCn1ccc2cc(NC(=O)c3ccc(=O)[nH]n3)ccc21,,,1.728434951,,,
CCOc1cc(CN2CCc3c(N)nc(N4CCCC4)nc3C2)ccc1OC,1.424669336,1.220981453,,,,2.447449531
CC(C)(C)C(=O)Nc1nnc(Cc2ccccc2)s1,0.675686709,0.076743253,1.546295835,,,2.818199492
O=C(Nc1nc2ccccc2[nH]1)c1cc(-c2ccccc2)nc2ccccc12,,,-0.346787486,,,
Cc1cccc(NC(=O)c2ccc3ccccc3c2)n1,1.962748053,-0.899173857,0.068185862,,,2.320545072
CCC(CC)N1CC[C@H](O)[C@@](O)(COc2cc(C)ccc2Cl)C1,2.569262688,0.07209103,,,,3.667870235
O=C(c1ccc(O)cc1)N1CCN(c2ncnc3c2CCC3)CC1,1.082928915,1.635907137,,,,2.251536021
CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,0.794069584,-0.132461438,1.824321125,,,2.946536266
CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,0.758230408,1.594990506,1.794278866,,,2.372663501
Cc1ccc(-c2cc(NC(=O)CN3CCOCC3)on2)cc1,0.675686709,-0.250844026,1.717004407,,,1.85115435
CC(C)Cn1c(=O)[nH]c(=O)c2c1nc1n2CCCCC1,0.856003454,0.548936262,1.797059695,,,1.449786847
CSc1ncccc1C(=O)Nc1ccc(-c2nnc(C)[nH]2)cc1,0.675686709,0.842301128,,,,1.644162759
Cc1nnc(N2CCC(CNc3ccc(C#N)cn3)C2)c(C#N)c1C,,,0.911157609,,,
CN(CCc1ccccc1)C(=O)CC#N,0.675686709,-0.17635555,1.51201697,,,1.027920136
COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,0.702344358,1.720133413,1.784331948,,,2.547935844
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c2c(n3S(=O)(=O)c3ccc(C)cc3)CCC2)cc1,2.362198803,,,,,3.172209271
O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccnc2[nH]cnc12,0.888010912,0.958561437,,1.767526899,,
CC(=O)N(CC(N)=O)c1ccc(C)cc1,0.702516697,,,,,1.631200171
O=C(NC1CCCCCC1)c1ccc(-c2cnco2)cc1,1.173739714,-0.287663692,0.963787827,,,1.956379761
CCc1noc(COc2c(C)ccnc2Cl)n1,,,1.366982976,,,
O=C(c1cc(-c2ccc(F)cc2)on1)N1CC[C@H](O)[C@@H](Oc2ccccc2F)CC1,1.685392372,-0.064752219,,,,2.777962291
c1ccc(-n2ncc3c(-n4ccnc4)ncnc32)cc1,1.204092838,-0.209238445,0.696356389,,,2.575138175
Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,0.675686709,-0.01066854,1.797475288,,,1.613704432
Cn1c(=O)n(C2CCCC2)c(=O)c2c(F)cccc21,1.366665721,-0.161110091,1.41447195,,,2.618293953
COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,0.989894564,,,0.245512668,0.452093249,2.123093413
Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,0.859198362,-0.062260208,1.437750563,,,2.086188927
Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,1.046104787,0.027366981,1.676053125,,,2.600480634
NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.675686709,0.20717264,,,,1.447778009
Cc1c(-c2ccccc2)oc2c(C(=O)NCCCN3CCCCC3)cccc2c1=O,1.122936373,1.042563868,1.68735057,,,2.025756315
COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccncc4)n3)c(C)c2)cc1,,,-0.508638306,,,
CN(CC(=O)NC1(C#N)CCCC1)c1ccccc1,1.307196421,-0.03454929,1.667639706,,,2.697531848
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,1.155882358,0.402661496,,-1.22184875,-0.68613278,2.238813599
CC(C)NC(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,,-0.338497729,-0.657577319,,,
CN(CC(=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1)C1CCCCC1,2.778966957,0.359625767,,,,3.474071815
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)Nc3ccccc3)C1)CC2,0.675686709,1.431363764,1.8162413,,,1.813761073
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,0.675686709,0.315174587,1.632558515,,,1.027920136
Cn1c2cc(S(C)=O)sc2c2cnn(Cc3cccc(N)c3)c(=O)c21,0.691788524,,,,,1.695507944
COc1cccc(C2NC(=O)NC(C)=C2C(=O)OCc2ccc3c(c2)OCO3)c1,,,1.255754787,,,
Cc1ccc(-c2nnc(SCCn3cccn3)[nH]2)cc1,1.986337222,,1.338456494,,,2.480632049
O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccn1,1.503136707,,,,,2.217615529
CC(Oc1ccc(Cl)cc1)C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.558852512,,1.461648568,,,2.71993755
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,0.917610526,0.611798829,1.727785174,,,2.714295384
CCCn1cc(CNC(=O)CN2CCCC2)cn1,0.675686709,,,,,2.403156568
Cc1nnc(NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)s1,1.623693698,,0.462397998,,,2.356763722
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C(F)(F)F)ccc43)CC2)cc1,1.616559529,,1.059184618,,,2.224209228
CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,0.675686709,-0.247169416,1.588831726,,,3.697944903
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,0.675686709,-0.086383416,1.724521627,,,2.04821644
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,1.733935179,-0.268729169,1.619093331,,,2.958203016
OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1,1.531504463,0.035576922,1.04453976,,,2.370720288
COc1cccc(NC(=O)c2c([O-])n(-c3cccc(OC)c3)n[n+]2C)c1,,-0.19576607,-0.721246399,,,
O=C(OCC1CCSCC1)c1cccc(-n2cccn2)n1,2.831560733,-0.305170565,,,,3.342119161
CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1,1.468332558,-0.094419767,1.648457594,,,2.742175043
Cc1cccc(NC(=O)C(=O)c2c(C)nn(C)c2C)n1,1.286748297,,,,,2.36398783
O=C(CSCCCn1c(=O)[nH]c2ccccc21)N1CCCCC1,1.834535144,,1.77524626,,,2.880727296
CCC1=Nc2c(cnn2-c2cccc(Cl)c2)C2=NCCCN12,,,1.72607487,,,
O=c1c(CO)cc2cc3c(cc2n1Cc1ccccn1)CCC3,1.100611753,0.144048433,,,,3.069236918
COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,1.849271962,0.846931076,1.452553063,,,2.322562459
O=C(CC1CCNCC1)NCCc1ccccc1F,0.675686709,0.943990367,1.767081621,,,1.341157437
CC(=O)Nc1cccc(CN2CCCN(C(C)=O)c3ccccc32)c1,2.143629875,1.200340861,1.471585054,,,2.96343978
C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,2.273702525,-0.097742793,1.65829765,,,3.170271986
Cc1nn(C(C)C)c(C)c1S(=O)(=O)NCC1CCN(C(=O)C2CC2)CC1,1.964160594,1.923288591,,,,2.648008529
Cc1cc(C(=O)NC(C)(C)C#N)nn1-c1ccc(F)cc1,0.675686709,0.129620694,,,,1.294201601
Cc1ccccc1N1C(=O)c2ccc(C(=O)NC(C)(C)C)cc2C1=O,,,1.69818757,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.998886781,,1.607455023,1.504729052,1.58945809,2.255957185
COc1cc(CCNC(=O)c2nc3cccc(C)n3c2F)cc(OC)c1,1.911674192,,1.596926814,,,2.914215125
C=CCn1cc(CNCc2csc3ccc(Cl)cc23)c(C)n1,2.540827314,,1.330413773,,,3.505014919
Cc1nc(NC2(c3cccc(Cl)c3)CC2)c2c(C)noc2n1,0.964306782,-0.05975549,1.616790486,,,2.405223381
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.317394675,1.464313643,,,,1.958473097
Cc1ccnc(NC(=O)CN(C)c2ncnc3sc4c(c23)CCC(C)C4)c1,,,0.588831726,,,
Fc1cccc(OC2CCN(Cc3nc4ccccc4[nH]3)CC2)c1,1.970039879,-0.0882077,1.739255803,,,3.293056783
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)/C=C/c3ccc([N+](=O)[O-])s3)cc2)n1,1.146159056,,,,,1.758465263
CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,1.652110905,0.70139821,1.704150517,,,2.73292906
O=C(NCCN1CCC(O)(c2cccc(F)c2)CC1)c1cccc(F)c1,0.95927995,0.752097593,1.728353782,,,2.389748889
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,1.36660971,0.723417004,1.344392274,,,2.180916867
CCC(=O)Nc1ccc(F)c(NC(=O)N2CC=C(C)CC2)c1,0.963929422,0.129375494,,,,1.836083478
CC(C)Oc1ccc(C2(C(=O)NC3CCS(=O)(=O)CC3)CCCC2)cc1,1.195650622,1.578110551,,,,2.321453434
OCCC1(CNc2ncc(Br)cn2)CC1,0.936815231,-0.171137815,,,,1.913294507
Cc1ccc2c(c1)C(=O)CC1(CCN(C(=O)c3ccc4nc(C)cc(O)c4c3)CC1)O2,1.264274615,1.478795665,1.305351369,,,2.075857061
CCn1c(=O)n(CC)c2cc(N)ccc21,0.675686709,-0.089289029,1.574031268,,,1.300921408
CC(C)(C)c1cc(NS(=O)(=O)c2cccc(F)c2)cc(C(C)(C)C)c1,1.000859761,,,,,2.485189486
Cc1nc2cc(-c3nccn3C)nn2c(NCc2cccnc2)c1C,1.167524092,1.454776177,1.746011108,,,2.578647231
CCN(C(=O)c1cc(NC(C)=O)ccc1F)C1CCCC1,1.799271608,1.151528389,1.688775655,,,3.34388635
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,0.960280464,1.479515079,1.580069223,,,2.527646654
Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)c(C)c1-n1cnnn1,,1.382880797,1.2509077,,,
CN1CCN(C(=O)C2(NC(=O)c3cc(Cl)c4c(c3)OCO4)CCCC2)CC1,0.675686709,,1.897682062,,,1.576249182
Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,0.675686709,1.367693231,1.397940009,,,1.510451171
Clc1ccc(Cc2nc(-c3cccnc3)no2)cc1,1.429461577,-0.339554181,1.217483944,,,2.340313212
